Panini_id,sofifa_id,player_url,short_name,long_name,player_positions,name,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,va al mundial,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
25,199005,https://sofifa.com/player/199005/mathew-ryan/220002,M. Ryan,Mathew David Ryan,GK,Mathew Ryan,77,79,8500000,25000,29,4/8/1992,184,82,457,Real Sociedad,Spain Primera Division,1,SUB,13,,7/12/2021,2023,195,Australia,1415,GK,1,Right,4,1,1,Medium/Medium,Normal (170-185),Yes,si,18500000,,"GK Long Throw, Rushes Out Of Goal",,,,,,,23,11,14,40,15,13,23,12,45,24,53,52,53,71,50,62,78,34,65,18,36,23,10,68,25,64,10,20,17,77,75,82,76,79,53,31+2,31+2,31+2,31,33,33,33,31,36+2,36+2,36+2,34+2,37+2,37+2,37+2,34+2,30+2,34+2,34+2,34+2,30+2,30+2,30+2,30+2,30+2,30+2,76+2,https://cdn.sofifa.net/players/199/005/22_120.png,https://cdn.sofifa.net/teams/457/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1415/60.png,https://cdn.sofifa.net/flags/au.png
26,212232,https://sofifa.com/player/212232/jamie-maclaren/220002,J. Maclaren,Jamie Maclaren,ST,Jamie Maclaren,76,76,8000000,15000,27,7/29/1993,179,76,112224,Melbourne City FC,Australian Hyundai A-League,1,ST,9,,1/31/2019,2024,195,Australia,1415,SUB,9,Right,5,3,1,High/High,Normal (170-185),No,si,10000000,,"Solid Player, Finesse Shot",81,75,64,73,38,76,57,79,73,70,65,71,72,67,54,70,83,80,85,75,80,74,89,85,73,68,71,52,84,65,73,76,25,32,31,9,15,11,6,13,,76,76,76,73,74,74,74,73,72+2,72+2,72+2,72+2,67+2,67+2,67+2,72+2,59+2,57+2,57+2,57+2,59+2,57+2,53+2,53+2,53+2,57+2,18+2,https://cdn.sofifa.net/players/212/232/22_120.png,https://cdn.sofifa.net/teams/112224/60.png,https://cdn.sofifa.net/flags/au.png,https://cdn.sofifa.net/teams/1415/60.png,https://cdn.sofifa.net/flags/au.png
27,181481,https://sofifa.com/player/181481/danny-vukovic/220002,D. Vukovic,Daniel Vukovi��,GK,Danny Vukovic,74,74,475000,6000,36,3/27/1985,187,95,1910,N.E.C. Nijmegen,Holland Eredivisie,1,SUB,27,,7/1/2021,2023,195,Australia,1415,SUB,18,Right,2,1,1,Medium/Medium,Stocky (185+),No,si,689000,,Cautious With Crosses,,,,,,,11,11,16,25,11,11,15,13,12,18,53,47,41,68,58,47,69,34,74,13,41,17,6,36,37,33,23,15,11,72,70,63,78,75,51,27+2,27+2,27+2,24,26,26,26,24,25+2,25+2,25+2,25+2,24+2,24+2,24+2,25+2,26+2,27+2,27+2,27+2,26+2,26+2,29+2,29+2,29+2,26+2,73+1,https://cdn.sofifa.net/players/181/481/22_120.png,https://cdn.sofifa.net/teams/1910/60.png,https://cdn.sofifa.net/flags/nl.png,https://cdn.sofifa.net/teams/1415/60.png,https://cdn.sofifa.net/flags/au.png
28,229585,https://sofifa.com/player/229585/milos-degenek/220002,M. Degenek,Milo伭 Degenek,"CB, CDM",Milos Degenek,73,76,,,27,4/28/1994,187,82,,,,,,,,,,195,Australia,1415,SUB,2,Right,4,2,1,High/High,Normal (185+),No,si,,,Dives Into Tackles (AI),78,62,68,64,71,83,67,59,70,71,62,58,69,44,72,65,79,78,78,72,66,70,81,83,84,61,81,71,55,67,58,76,67,73,76,14,12,7,10,12,,66+2,66+2,66+2,66,65,65,65,66,66+2,66+2,66+2,67+2,68+2,68+2,68+2,67+2,72+2,72+2,72+2,72+2,72+2,73+2,73+2,73+2,73+2,73+2,18+2,https://cdn.sofifa.net/players/229/585/22_120.png,,,https://cdn.sofifa.net/teams/1415/60.png,https://cdn.sofifa.net/flags/au.png
29,192241,https://sofifa.com/player/192241/rhyan-grant/220002,R. Grant,Rhyan Bert Grant,RB,Rhyan Grant,72,72,2000000,7000,30,2/26/1991,176,79,111400,Sydney FC,Australian Hyundai A-League,1,RB,23,,9/1/2009,2022,195,Australia,1415,RB,4,Right,3,3,1,High/Medium,Normal (170-185),No,si,2500000,,"Dives Into Tackles (AI), Team Player",74,62,67,69,66,82,68,60,55,73,53,67,59,51,59,68,77,71,79,65,75,67,86,95,77,64,77,68,65,67,56,70,66,66,68,16,15,16,7,10,,65+2,65+2,65+2,68,67,67,67,68,68+2,68+2,68+2,69+2,68+2,68+2,68+2,69+2,71+1,70+2,70+2,70+2,71+1,70+2,68+2,68+2,68+2,70+2,18+2,https://cdn.sofifa.net/players/192/241/22_120.png,https://cdn.sofifa.net/teams/111400/60.png,https://cdn.sofifa.net/flags/au.png,https://cdn.sofifa.net/teams/1415/60.png,https://cdn.sofifa.net/flags/au.png
30,199000,https://sofifa.com/player/199000/trent-sainsbury/220002,T. Sainsbury,Trent Lucas Sainsbury,"CB, CDM",Trent Sainsbury,72,72,2000000,11000,29,1/5/1992,183,76,100081,KV Kortrijk,Belgian Jupiler Pro League,1,RCB,5,,8/19/2020,2022,195,Australia,1415,RCB,20,Right,3,2,1,Medium/Medium,Normal (170-185),No,si,2900000,,,69,57,56,54,74,75,48,55,72,67,43,45,52,25,65,55,69,69,67,68,67,66,78,75,76,58,72,76,52,47,63,70,78,70,72,13,12,11,14,6,,61+2,61+2,61+2,56,57,57,57,56,57+2,57+2,57+2,58+2,61+2,61+2,61+2,58+2,67+2,69+2,69+2,69+2,67+2,69+2,72,72,72,69+2,17+2,https://cdn.sofifa.net/players/199/000/22_120.png,https://cdn.sofifa.net/teams/100081/60.png,https://cdn.sofifa.net/flags/be.png,https://cdn.sofifa.net/teams/1415/60.png,https://cdn.sofifa.net/flags/au.png
31,207928,https://sofifa.com/player/207928/tom-rogic/220002,T. Rogi��,Tomas Petar Rogi��,CAM,Tom Rogic,72,72,2400000,36000,28,12/16/1992,189,88,78,Celtic,Scottish Premiership,1,RCM,18,,1/9/2013,2023,195,Australia,1415,CAM,23,Left,4,4,1,Medium/Medium,Normal (185+),No,si,4300000,,"Injury Prone, Playmaker (AI)",66,71,70,74,50,63,61,68,53,74,66,76,76,62,71,77,67,65,64,62,66,78,32,54,77,75,48,44,73,72,56,76,51,53,43,12,11,13,12,11,,70+2,70+2,70+2,71,72,72,72,71,72,72,72,70+2,69+2,69+2,69+2,70+2,59+2,60+2,60+2,60+2,59+2,57+2,55+2,55+2,55+2,57+2,17+2,https://cdn.sofifa.net/players/207/928/22_120.png,https://cdn.sofifa.net/teams/78/60.png,https://cdn.sofifa.net/flags/gb-sct.png,https://cdn.sofifa.net/teams/1415/60.png,https://cdn.sofifa.net/flags/au.png
32,211221,https://sofifa.com/player/211221/martin-boyle/220002,M. Boyle,Martin Callie Boyle,"RM, ST, RWB",Martin Boyle,71,71,1900000,7000,28,4/25/1993,172,70,81,Hibernian,Scottish Premiership,1,RM,10,,7/1/2015,2024,195,Australia,1415,RM,6,Right,3,3,1,High/Medium,Lean (170-185),No,si,3300000,#Speedster,"Long Shot Taker (AI), Speed Dribbler (AI)",92,66,60,71,49,63,67,67,51,63,50,72,57,54,50,66,93,91,83,62,77,73,70,84,55,58,56,36,67,59,67,62,53,54,47,14,10,13,15,7,,67+2,67+2,67+2,70,68,68,68,70,67+2,67+2,67+2,70+1,61+2,61+2,61+2,70+1,63+2,56+2,56+2,56+2,63+2,61+2,53+2,53+2,53+2,61+2,17+2,https://cdn.sofifa.net/players/211/221/22_120.png,https://cdn.sofifa.net/teams/81/60.png,https://cdn.sofifa.net/flags/gb-sct.png,https://cdn.sofifa.net/teams/1415/60.png,https://cdn.sofifa.net/flags/au.png
33,229901,https://sofifa.com/player/229901/harry-souttar/220002,H. Souttar,Harry James Souttar,CB,Harry Souttar,71,79,3900000,14000,22,10/22/1998,200,79,1806,Stoke City,English League Championship,2,CB,36,,9/30/2016,2025,195,Australia,1415,LCB,19,Right,3,2,1,Medium/High,Normal (185+),No,si,8200000,,"Long Passer (AI), Power Header",41,28,48,57,72,75,24,25,71,63,23,56,26,31,58,62,43,40,58,70,33,33,70,66,84,26,63,72,26,47,40,52,73,70,71,12,12,12,15,13,,46+2,46+2,46+2,46,47,47,47,46,51+2,51+2,51+2,49+2,57+2,57+2,57+2,49+2,60+2,67+2,67+2,67+2,60+2,62+2,71+2,71+2,71+2,62+2,19+2,https://cdn.sofifa.net/players/229/901/22_120.png,https://cdn.sofifa.net/teams/1806/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1415/60.png,https://cdn.sofifa.net/flags/au.png
34,202676,https://sofifa.com/player/202676/adam-taggart/220002,A. Taggart,Adam Jake Taggart,ST,Adam Taggart,70,70,1600000,6000,28,6/2/1993,183,69,101148,Cerezo Osaka,Japanese J. League Division 1,1,RS,9,,1/9/2021,2022,195,Australia,1415,ST,10,Right,3,3,1,High/Medium,Normal (170-185),No,si,2100000,,"Injury Prone, Finesse Shot",83,70,62,70,38,69,59,69,63,66,72,66,68,40,55,74,82,83,82,66,64,72,65,76,72,70,55,45,71,65,62,75,30,34,32,16,15,12,8,14,,70,70,70,70,70,70,70,70,69+1,69+1,69+1,69+1,64+2,64+2,64+2,69+1,57+2,54+2,54+2,54+2,57+2,55+2,50+2,50+2,50+2,55+2,19+2,https://cdn.sofifa.net/players/202/676/22_120.png,https://cdn.sofifa.net/teams/101148/60.png,https://cdn.sofifa.net/flags/jp.png,https://cdn.sofifa.net/teams/1415/60.png,https://cdn.sofifa.net/flags/au.png
35,233487,https://sofifa.com/player/233487/riley-mcgree/220002,R. McGree,Riley Patrick McGree,"CM, RM, CAM",Riley Mcgree,70,77,3200000,11000,22,11/2/1998,178,72,88,Birmingham City,English League Championship,2,SUB,18,,10/5/2020,2022,195,Australia,1415,SUB,3,Left,3,3,1,High/Medium,Normal (170-185),No,si,6700000,,Technical Dribbler (AI),79,69,68,74,62,73,66,70,53,69,64,73,68,62,68,72,81,77,84,71,75,68,68,78,73,67,67,65,74,71,63,73,64,63,58,12,9,5,8,13,,70+2,70+2,70+2,72,72,72,72,72,72+2,72+2,72+2,72+2,70+2,70+2,70+2,72+2,69+2,68+2,68+2,68+2,69+2,67+2,65+2,65+2,65+2,67+2,17+2,https://cdn.sofifa.net/players/233/487/22_120.png,https://cdn.sofifa.net/teams/88/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1415/60.png,https://cdn.sofifa.net/flags/au.png
36,237647,https://sofifa.com/player/237647/ajdin-hrustic/220002,A. Hrusti��,Ajdin Hrusti��,"RM, CAM, CM",Ajdin Hrustic,70,73,2200000,13000,24,7/5/1996,183,74,1824,Eintracht Frankfurt,German 1. Bundesliga,1,RES,7,,9/28/2020,2023,195,Australia,1415,LDM,7,Left,2,3,1,Medium/Medium,Lean (170-185),No,si,3900000,,"Long Shot Taker (AI), Playmaker (AI)",69,65,68,72,57,67,68,63,51,69,56,71,73,69,65,74,71,68,75,67,72,67,65,76,64,68,66,60,67,68,63,70,58,59,48,9,7,8,7,6,,66+2,66+2,66+2,69,68,68,68,69,69+2,69+2,69+2,69+2,68+2,68+2,68+2,69+2,65+2,64+2,64+2,64+2,65+2,63+2,60+2,60+2,60+2,63+2,14+2,https://cdn.sofifa.net/players/237/647/22_120.png,https://cdn.sofifa.net/teams/1824/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1415/60.png,https://cdn.sofifa.net/flags/au.png
37,202157,https://sofifa.com/player/202157/aziz-behich/220002,A. Behich,Aziz Eraltay Behich,"LB, LM",Aziz Behich,69,69,1200000,7000,30,12/16/1990,170,63,112120,GZT Giresunspor,Turkish S�per Lig,1,SUB,16,,8/26/2021,2022,195,Australia,1415,LB,16,Left,4,3,1,High/Medium,Normal (170-),No,si,2300000,,Long Throw-in,77,62,64,70,65,68,69,61,54,68,57,70,72,55,66,66,80,74,84,63,87,72,75,72,60,59,80,65,61,50,47,64,64,69,66,14,11,11,14,15,,64+2,64+2,64+2,67,65,65,65,67,65+2,65+2,65+2,67+2,64+2,64+2,64+2,67+2,68+1,66+2,66+2,66+2,68+1,67+2,66+2,66+2,66+2,67+2,19+2,https://cdn.sofifa.net/players/202/157/22_120.png,https://cdn.sofifa.net/teams/112120/60.png,https://cdn.sofifa.net/flags/tr.png,https://cdn.sofifa.net/teams/1415/60.png,https://cdn.sofifa.net/flags/au.png
38,203423,https://sofifa.com/player/203423/lawrence-thomas/220002,L. Thomas,Lawrence Andrew Kingsley Thomas,GK,Lawrence Thomas,69,69,950000,6000,29,5/9/1992,191,91,1447,S厅nderjyskE,Danish Superliga,1,GK,1,,8/2/2020,2022,195,Australia,1415,SUB,12,Right,2,1,1,Medium/Medium,Normal (185+),No,si,1200000,,"Rushes Out Of Goal, Comes For Crosses",,,,,,,14,14,12,38,20,18,19,15,41,14,32,42,61,72,34,48,65,32,52,13,32,12,14,54,15,63,16,20,18,71,66,64,65,69,36,27+2,27+2,27+2,28,29,29,29,28,32+2,32+2,32+2,29+2,33+2,33+2,33+2,29+2,26+2,30+2,30+2,30+2,26+2,26+2,26+2,26+2,26+2,26+2,68+1,https://cdn.sofifa.net/players/203/423/22_120.png,https://cdn.sofifa.net/teams/1447/60.png,https://cdn.sofifa.net/flags/dk.png,https://cdn.sofifa.net/teams/1415/60.png,https://cdn.sofifa.net/flags/au.png
39,212830,https://sofifa.com/player/212830/awer-mabil/220002,A. Mabil,Awer Bul Mabil,"RW, LW",Awer Mabil,69,70,1700000,13000,25,9/15/1995,179,65,1516,FC Midtjylland,Danish Superliga,1,SUB,11,,7/28/2015,2022,195,Australia,1415,LM,11,Right,3,3,1,High/Low,Lean (170-185),No,si,2300000,,Speed Dribbler (AI),89,60,64,69,34,55,65,63,44,66,48,67,64,59,53,68,91,87,85,60,72,69,66,70,49,47,47,35,66,67,53,64,34,33,20,16,12,18,13,12,,64+2,64+2,64+2,69,67,67,67,69,67+2,67+2,67+2,68+2,61+2,61+2,61+2,68+2,55+2,50+2,50+2,50+2,55+2,51+2,42+2,42+2,42+2,51+2,19+2,https://cdn.sofifa.net/players/212/830/22_120.png,https://cdn.sofifa.net/teams/1516/60.png,https://cdn.sofifa.net/flags/dk.png,https://cdn.sofifa.net/teams/1415/60.png,https://cdn.sofifa.net/flags/au.png
40,215412,https://sofifa.com/player/215412/callum-elder/220002,C. Elder,Callum Roddie Elder,LB,Callum Elder,69,71,1600000,7000,26,1/27/1995,180,67,1952,Hull City,English League Championship,2,LB,3,,8/8/2019,2022,195,Australia,1415,SUB,13,Left,2,2,1,Medium/Medium,Normal (170-185),No,si,3100000,,,73,41,61,63,64,68,67,36,62,62,35,63,65,63,59,62,72,74,62,62,65,54,72,80,65,38,61,64,56,55,36,60,61,67,66,12,14,11,13,11,,56+2,56+2,56+2,60,58,58,58,60,58+2,58+2,58+2,62+2,60+2,60+2,60+2,62+2,67+2,64+2,64+2,64+2,67+2,67+2,64+2,64+2,64+2,67+2,18+2,https://cdn.sofifa.net/players/215/412/22_120.png,https://cdn.sofifa.net/teams/1952/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1415/60.png,https://cdn.sofifa.net/flags/au.png
41,198810,https://sofifa.com/player/198810/bailey-wright/220002,B. Wright,Bailey Colin Wright,CB,Bailey Wright,68,69,1100000,6000,28,7/28/1992,184,79,106,Sunderland,English League One,3,SUB,26,,8/2/2020,2022,195,Australia,1415,SUB,5,Right,3,2,1,Medium/Medium,Normal (170-185),No,si,2000000,,"Long Passer (AI), Power Header",63,38,51,54,67,74,47,39,68,62,22,44,36,27,49,61,64,62,58,65,63,40,84,69,77,36,72,67,39,46,39,64,67,67,66,13,10,15,15,16,,51+2,51+2,51+2,51,51,51,51,51,52+2,52+2,52+2,53+2,55+2,55+2,55+2,53+2,62+2,64+2,64+2,64+2,62+2,64+2,68+1,68+1,68+1,64+2,19+2,https://cdn.sofifa.net/players/198/810/22_120.png,https://cdn.sofifa.net/teams/106/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1415/60.png,https://cdn.sofifa.net/flags/au.png
42,211378,https://sofifa.com/player/211378/jackson-irvine/220002,J. Irvine,Jackson Alexander Irvine,CM,Jackson Irvine,68,68,1200000,8000,28,3/7/1993,189,70,110329,FC St. Pauli,German 2. Bundesliga,2,RES,7,,7/5/2021,2025,195,Australia,1415,SUB,22,Right,3,3,1,Medium/Medium,Normal (185+),No,si,1900000,,Playmaker (AI),59,65,65,67,67,76,61,64,73,67,58,67,63,58,63,70,64,55,58,70,58,72,80,80,75,65,72,66,69,70,55,69,65,67,64,7,13,11,9,11,,68,68,68,66,67,67,67,66,67+1,67+1,67+1,67+1,68,68,68,67+1,67+1,68,68,68,67+1,67+1,68,68,68,67+1,17+2,https://cdn.sofifa.net/players/211/378/22_120.png,https://cdn.sofifa.net/teams/110329/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1415/60.png,https://cdn.sofifa.net/flags/au.png
43,243473,https://sofifa.com/player/243473/fran-karacic/220002,F. Kara�峣��,Fran Kara�峣��,RB,Fran Karacic,68,73,,,25,5/12/1996,185,75,,,,,,,,,,195,Australia,1415,SUB,17,Right,3,2,1,Medium/Medium,Normal (185+),No,si,,,,79,46,62,65,60,73,67,41,58,66,20,65,48,48,64,64,78,79,75,64,63,58,71,83,70,50,70,66,65,56,43,63,51,63,63,9,11,9,12,7,,59+2,59+2,59+2,64,62,62,62,64,62+2,62+2,62+2,66+2,64+2,64+2,64+2,66+2,67+2,65+2,65+2,65+2,67+2,66+2,63+2,63+2,63+2,66+2,16+2,https://cdn.sofifa.net/players/243/473/22_120.png,,,https://cdn.sofifa.net/teams/1415/60.png,https://cdn.sofifa.net/flags/au.png
44,190180,https://sofifa.com/player/190180/ryan-mcgowan/220002,R. McGowan,Ryan James McGowan,CB,Ryan Mcgowan,67,67,,,31,8/15/1989,191,75,,,,,,,,,,195,Australia,1415,SUB,21,Right,3,2,1,Medium/High,Normal (185+),No,si,,,"Long Throw-in, Power Header",65,48,56,59,66,79,59,44,71,59,54,57,52,55,58,62,59,69,58,60,61,58,46,83,80,42,79,64,43,45,58,67,65,66,65,12,11,12,12,13,,57+2,57+2,57+2,55,54,54,54,55,54+2,54+2,54+2,58+2,58+2,58+2,58+2,58+2,64+2,64+2,64+2,64+2,64+2,65+2,67,67,67,65+2,17+2,https://cdn.sofifa.net/players/190/180/22_120.png,,,https://cdn.sofifa.net/teams/1415/60.png,https://cdn.sofifa.net/flags/au.png
45,209885,https://sofifa.com/player/209885/mitchell-duke/220002,M. Duke,Mitchell Thomas Duke,ST,Mitchell Duke,67,67,,,30,1/18/1991,186,84,,,,,,,,,,195,Australia,1415,SUB,15,Right,3,3,1,High/High,Normal (185+),No,si,,#Engine,"Speed Dribbler (AI), Team Player",80,67,61,67,51,79,60,67,58,65,51,69,43,51,61,66,79,81,68,56,67,76,90,90,84,63,51,51,65,63,60,59,47,52,50,6,8,11,13,13,,67,67,67,67,67,67,67,67,66+1,66+1,66+1,68-1,64+2,64+2,64+2,68-1,62+2,60+2,60+2,60+2,62+2,61+2,58+2,58+2,58+2,61+2,15+2,https://cdn.sofifa.net/players/209/885/22_120.png,,,https://cdn.sofifa.net/teams/1415/60.png,https://cdn.sofifa.net/flags/au.png
46,233105,https://sofifa.com/player/233105/kenny-dougall/220002,K. Dougall,Kenneth William Dougall,"CDM, CM",Kenny Dougall,67,67,900000,5000,28,5/7/1993,184,79,1926,Blackpool,English League Championship,2,LCM,12,,10/16/2020,2022,195,Australia,1415,SUB,14,Right,4,3,1,Low/High,Normal (170-185),No,si,1700000,,,70,50,60,65,66,70,47,45,63,68,37,64,46,40,64,64,72,69,70,64,70,59,76,70,71,53,68,64,59,63,53,60,65,68,67,15,9,10,10,9,,60+2,60+2,60+2,61,61,61,61,61,63+2,63+2,63+2,62+2,64+2,64+2,64+2,62+2,64+2,66+1,66+1,66+1,64+2,65+2,67,67,67,65+2,17+2,https://cdn.sofifa.net/players/233/105/22_120.png,https://cdn.sofifa.net/teams/1926/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1415/60.png,https://cdn.sofifa.net/flags/au.png
47,192985,https://sofifa.com/player/192985/kevin-de-bruyne/220002,K. De Bruyne,Kevin De Bruyne,"CM, CAM",Kevin De Bruyne,91,91,125500000,350000,30,6/28/1991,181,70,10,Manchester City,English Premier League,1,RCM,17,,8/30/2015,2025,7,Belgium,1325,RCM,7,Right,5,4,4,High/High,Unique,Yes,si,232200000,"#Dribbler, #Playmaker, #Engine, #Distance Shooter, #Crosser, #Complete Midfielder","Injury Prone, Leadership, Early Crosser, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot",76,86,93,88,64,78,94,82,55,94,82,88,85,83,93,91,76,76,79,91,78,91,63,89,74,91,76,66,88,94,83,89,68,65,53,15,13,5,10,13,,83+3,83+3,83+3,88,87,87,87,88,89+2,89+2,89+2,89+2,89+2,89+2,89+2,89+2,79+3,80+3,80+3,80+3,79+3,75+3,69+3,69+3,69+3,75+3,21+3,https://cdn.sofifa.net/players/192/985/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
48,192119,https://sofifa.com/player/192119/thibaut-courtois/220002,T. Courtois,Thibaut Courtois,GK,Thibaut Courtois,89,91,85500000,250000,29,5/11/1992,199,96,243,Real Madrid CF,Spain Primera Division,1,GK,1,,8/9/2018,2026,7,Belgium,1325,GK,1,Left,3,1,4,Medium/Medium,Unique,Yes,si,181700000,,"GK Long Throw, Comes For Crosses",,,,,,,14,14,13,33,12,13,19,20,35,23,42,52,62,84,45,56,68,38,70,17,23,15,13,44,27,66,20,18,16,84,89,74,86,88,46,31+3,31+3,31+3,29,31,31,31,29,32+3,32+3,32+3,31+3,32+3,32+3,32+3,31+3,29+3,31+3,31+3,31+3,29+3,29+3,29+3,29+3,29+3,29+3,86+3,https://cdn.sofifa.net/players/192/119/22_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
49,192505,https://sofifa.com/player/192505/romelu-lukaku/220002,R. Lukaku,Romelu Lukaku Menama,ST,Romelu Lukaku,88,88,93500000,260000,28,5/13/1993,191,94,5,Chelsea,English Premier League,1,ST,9,,8/12/2021,2026,7,Belgium,1325,ST,9,Left,4,3,4,Medium/Medium,Unique,Yes,si,173000000,"#Poacher, #Strength, #Complete Forward","Speed Dribbler (AI), Power Header, Team Player",84,87,74,78,39,83,73,92,89,77,78,83,78,66,70,77,81,87,60,91,52,89,76,71,95,74,71,27,89,75,88,86,30,41,30,8,15,14,7,10,,87+1,87+1,87+1,81,84,84,84,81,80+3,80+3,80+3,80+3,74+3,74+3,74+3,80+3,61+3,59+3,59+3,59+3,61+3,58+3,57+3,57+3,57+3,58+3,19+3,https://cdn.sofifa.net/players/192/505/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
50,183277,https://sofifa.com/player/183277/eden-hazard/220002,E. Hazard,Eden Hazard,LW,Eden Hazard,85,85,52000000,240000,30,1/7/1991,175,74,243,Real Madrid CF,Spain Primera Division,1,LW,7,,7/1/2019,2024,7,Belgium,1325,LF,10,Right,4,4,4,Medium/Medium,Unique,Yes,si,106600000,#Dribbler,"Injury Prone, Finesse Shot, Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",84,80,82,88,35,63,77,78,61,85,82,89,83,79,81,88,86,82,87,79,89,82,55,77,61,77,54,41,83,84,87,89,34,27,22,11,12,6,8,8,,79+3,79+3,79+3,84,83,83,83,84,84+1,84+1,84+1,83+2,78+3,78+3,78+3,83+2,63+3,61+3,61+3,61+3,63+3,58+3,48+3,48+3,48+3,58+3,17+3,https://cdn.sofifa.net/players/183/277/22_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
51,175943,https://sofifa.com/player/175943/dries-mertens/220002,D. Mertens,Dries Mertens,"CF, ST, CAM",Dries Mertens,84,84,20500000,105000,34,5/6/1987,169,61,48,Napoli,Italian Serie A,1,SUB,14,,7/1/2013,2022,7,Belgium,1325,RF,14,Right,4,4,3,High/Low,Unique,Yes,si,34900000,"#Dribbler, #Acrobat","Finesse Shot, Flair, Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",85,82,80,88,34,50,73,84,40,84,70,88,82,82,72,88,90,80,93,80,92,80,58,66,37,81,59,36,82,84,79,81,23,40,40,7,10,8,10,4,,77+3,77+3,77+3,84,83,83,83,84,84,84,84,82+2,77+3,77+3,77+3,82+2,63+3,59+3,59+3,59+3,63+3,58+3,46+3,46+3,46+3,58+3,16+3,https://cdn.sofifa.net/players/175/943/22_120.png,https://cdn.sofifa.net/teams/48/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
52,208418,https://sofifa.com/player/208418/yannick-carrasco/220002,Y. Carrasco,Yannick Ferreira Carrasco,"LM, ST",Yannick Carrasco,84,84,45000000,81000,27,9/4/1993,185,73,240,Atl泰tico de Madrid,Spain Primera Division,1,LM,21,,9/8/2020,2024,7,Belgium,1325,SUB,11,Right,4,4,3,High/High,Lean (185+),Yes,si,92300000,#Acrobat,"Flair, Long Shot Taker (AI), Speed Dribbler (AI)",88,81,78,85,45,67,81,81,53,79,70,88,81,79,73,85,89,88,87,80,73,85,71,80,61,82,65,43,80,77,81,79,44,47,35,9,11,9,10,10,,79+3,79+3,79+3,83,82,82,82,83,82+2,82+2,82+2,82+2,76+3,76+3,76+3,82+2,67+3,63+3,63+3,63+3,67+3,63+3,54+3,54+3,54+3,63+3,18+3,https://cdn.sofifa.net/players/208/418/22_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
